,product_id,title,authors,original_price,current_price,quantity,category,n_review,avg_rating,pages,manufacturer,cover_link,discount
873,172206434,Huyền Thuật Và Các Đạo Sĩ Tây Tạng (Tái Bản),Alexandra David Neel,4.56,3.0,293,Kiến Thức Bách Khoa,37,5.0,280,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/media/catalog/producttmp/99/f1/43/42383e8f476ded2e8bd443df41e3953f.jpg,0.34
874,198214257,Overlord 6 - Những Anh Hùng Vương Quốc (2),Maruyama Kugane,6.75,5.4,217,Light novel,30,4.8,526,Nhà Xuất Bản Hồng Đức,https://salt.tikicdn.com/ts/product/eb/ce/8d/21a4aeafa0b83bd1a836161bdb80c7e2.jpg,0.2
875,4978895,Biết Chính Mình,Nguyễn Hồng Huấn,3.59,2.51,1545,Others,221,5.0,280,Unknown,https://salt.tikicdn.com/ts/product/9b/93/fa/b3cca812a20efd0ec37f1fd7e8595fd4.jpg,0.3
876,110447680,Kế Hoạch Marketing Trên Một Trang Giấy (Những Chỉ Dẫn Dễ Hiểu Nhất Cho Một Kế Hoạch Marketing Thông Minh),Allan Dib,6.71,4.51,571,Sách Marketing - Bán hàng ,77,5.0,336,Nhà Xuất Bản Lao Động,https://salt.tikicdn.com/ts/product/26/7a/a6/cee8ae062535770a8e6c936091fe0c2b.jpg,0.33
877,168373800,Sách - Thao túng tâm lý - 1980BOOKS,Shannon Thomas,7.13,4.26,117,Others,12,4.6,328,Nhà Xuất Bản Dân Trí,https://salt.tikicdn.com/ts/product/2e/08/d1/2715352f31568fb8d8ad8e01bee667d9.jpg,0.4
878,204661038,Ghi Chép Giải Phẫu Tâm Lý Học Tội Phạm,Soo Jung Lee,4.05,2.47,41,Lĩnh vực khác,5,5.0,192,Nhà Xuất Bản Dân Trí,https://salt.tikicdn.com/ts/product/2d/8e/06/2f45f66f97b4b17769107305f3a6d2ec.jpg,0.39
879,112588572,Yêu Trong Tỉnh Thức - Từ Bạn Đời Đến Bạn Đạo Tập 1,Tuệ An,7.81,7.81,911,Others,117,5.0,237,Nhà Xuất Bản Hồng Đức,https://salt.tikicdn.com/ts/product/3e/6e/49/404af11b899db78a5dc1852f3cd35c94.png,0.0
880,970212,Chuyến Phiêu Lưu Diệu Kỳ Của Edward Tulane (Tái Bản),Bagram Ibatoulline,3.38,2.87,17,Văn học thiếu nhi,1,5.0,456,Nhà Xuất Bản Mỹ Thuật,https://salt.tikicdn.com/media/catalog/product/e/d/edwardtulane.u5465.d20170927.t100409.968407.jpg,0.15
881,57518431,"Cứ Khóc, Cứ Tan Vỡ Và Trưởng Thành",Yến Nhi,3.29,2.24,3004,Truyện ngắn - Tản văn - Tạp Văn,631,4.7,208,Nhà Xuất Bản Văn Học,https://salt.tikicdn.com/ts/product/b1/ba/73/7f1af98058c5948c8e8f818dd307673b.jpg,0.32
882,201850382,Hàng Ma Tháp,Công Tử Hoan Hỉ,9.49,6.17,126,Truyện đam mỹ,20,5.0,368,Nhà Xuất Bản Hà Nội,https://salt.tikicdn.com/ts/product/d8/60/d7/ae357b7d8aeeadd1a0f719256f223ec9.jpg,0.35
883,40774181,Combo Sách Tiếng hàn tổng hợp dành cho người Việt Nam - Sơ cấp 1 (Phiên bản 1 màu),Unknown,9.28,6.22,5295,Others,1305,5.0,436,Unknown,https://salt.tikicdn.com/ts/product/6d/97/55/e27d30a15fd77db963dbd908dd2cb65e.jpg,0.33
884,55302745,Dòng Tiền Gắn Liền Lợi Nhuận,Mike Michalowicz,6.29,3.92,2294,Bài học kinh doanh,243,4.8,284,Nhà Xuất Bản Công Thương,https://salt.tikicdn.com/ts/product/6b/36/a2/6fce18f6edcb81aad2c02a8f03a31cdd.jpg,0.38
885,9687412,Báo Cáo Tài Chính - Hướng Dẫn Từng Bước Hiểu Và Lập Báo Cáo Tài Chính,Thomas R. Ittelson,6.67,4.8,8122,Sách kỹ năng làm việc,749,4.7,332,Nhà Xuất Bản Hồng Đức,https://salt.tikicdn.com/ts/product/3c/4e/eb/53406ee8096f44ed3217eac18220f0f1.jpg,0.28
886,197634254,"Gửi em, người bất tử - Tập 12",Yoshitoki Oima,1.27,1.1,320,Others,32,5.0,456,NXB Trẻ,https://salt.tikicdn.com/ts/product/71/1d/01/f60bc3e65351d2ceb69db9ea921785c6.jpg,0.13
887,55119955,Cách Sống (Tái Bản 2020),Inamori Kazuo,3.59,2.51,2463,Sách nghệ thuật sống đẹp,214,4.8,226,Nhà Xuất Bản Lao Động,https://salt.tikicdn.com/ts/product/45/81/82/cb219da454a44ae67ad9b29c2a53dcca.jpg,0.3
888,32037711,Chinh Phục Mục Tiêu (Tái Bản 2019),Brian Tracy,4.98,2.73,3017,Sách kỹ năng làm việc,243,4.7,328,Unknown,https://salt.tikicdn.com/ts/product/ab/41/2d/9348fcef22aaa9a8c30861bce089235e.jpg,0.45
889,137241842,Trồng Một Nụ Cười - Cùng Trẻ Thực Hành Chánh Niệm,Thích Nhất Hạnh,8.4,5.88,1515,Others,168,5.0,312,Nhà Xuất Bản Hà Nội,https://salt.tikicdn.com/ts/product/2e/d6/48/64de8da436db529fdd125b1600a331a6.jpg,0.3
890,201003197,Thị Trấn Vắng Mình Tôi - 5,SANBE KEI,2.45,2.08,156,Others,18,4.8,194,Nhà Xuất Bản Hà Nội,https://salt.tikicdn.com/ts/product/e4/45/5c/65f574b4650da1e8441cb02678108aaa.jpg,0.15
891,48752755,Đọc Sách Cộng Hưởng,Watanabe Yasuhiro,3.16,1.97,1196,Others,166,4.7,456,Nhà Xuất Bản Lao Động,https://salt.tikicdn.com/ts/product/de/1f/e3/368d77eb57d9a8ae2da5577074d328a5.jpg,0.38
892,177914173,Trái cây đại chiến zombie - Vũ khí bí mật (22 tập lẻ tuỳ chọn),Kim Ba,1.35,1.08,60,Others,1,5.0,36,Nhà Xuất Bản Phụ Nữ Việt Nam,https://salt.tikicdn.com/ts/product/9c/09/b5/dcf8d6de524bbe3d9badee8b092cec36.jpg,0.2
893,131843989,Bên Kia Đường Có Đứa Dở Hơi (Tái Bản),Wendelin Van Draanen,3.33,2.24,336,Tiểu Thuyết,44,5.0,292,Nhà Xuất Bản Phụ Nữ Việt Nam,https://salt.tikicdn.com/ts/product/78/43/16/dc78068c1a4c4d3019cfcad6d34840ba.jpg,0.33
894,94803796,Tương Lai Sau Đại Dịch Covid,Jason Schenker,4.64,2.95,5422,Lĩnh vực khác,880,4.7,232,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/33/5d/bb/3cca555b4a10fa0d79d8d229c6110218.jpg,0.36
895,205299813,"Tashiro, Cậu Đúng Thật Là! - Tập 2",Yamada,4.6,3.89,61,Others,8,5.0,180,Nhà Xuất Bản Dân Trí,https://salt.tikicdn.com/ts/product/ca/ca/20/dcfeb280b3cad295569b57ebc7f8a7a2.jpg,0.15
896,196932349,Harry Potter Và Thế Giới Phép Thuật Nhiệm Màu,William Irwin,5.86,4.22,93,Others,12,5.0,400,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/91/66/65/78efdc1c608a6db0414feb896e4ba70f.png,0.28
897,54433518,Combo Sách Học Tiếng Anh Little Stories 1 (5 Cuốn),Stacey Riches,13.71,9.19,1446,Sách Học Tiếng Anh,418,5.0,960,Nhà Xuất Bản Đà Nẵng,https://salt.tikicdn.com/ts/product/6d/fc/d6/e8894dc01db8f0b05476aec919b2aae9.jpg,0.33
898,195190278,Combo Spy x Family (7 tập),Unknown,7.38,7.38,293,Others,71,5.0,456,Nhà Xuất Bản Kim Đồng,https://salt.tikicdn.com/ts/product/78/de/51/cc299b53cfaa1744d598e7137b293ea8.jpg,0.0
899,80657321,Cơ Thể Tự Chữa Lành: Phục Hồi Tuyến Giáp,Anthony William,7.59,4.85,3111,Others,505,5.0,408,Nhà Xuất Bản Thanh Niên,https://salt.tikicdn.com/ts/product/a7/d7/48/750d042da9a173418d6f199911c04dad.jpg,0.36
900,101325467,Bộ Truyện Tranh Gieo Hạt Cùng Vĩ Nhân (Tập 1-10),Unknown,6.33,6.33,1411,Others,204,5.0,456,Nhà Xuất Bản Thông Tin Và Truyền Thông,https://salt.tikicdn.com/ts/product/f0/fe/b6/57aa0ec3f852dd842fb7a57fdf3e3f1a.jpg,0.0
901,111285050,Ai Lấy Miếng Pho Mát Của Tôi ? (Tái Bản),Spencer Johnson,2.87,1.63,709,Sách nghệ thuật sống đẹp,41,5.0,128,Nhà Xuất Bản Tổng hợp TP.HCM,https://salt.tikicdn.com/media/catalog/producttmp/69/00/e2/290d3a06e6b3d634ef02ea53c4d19b56.jpg,0.43
902,58971674,Nghệ Thuật Bán Hàng Của Người Do Thái (Tái Bản 2020),Yaniv Zaid,3.71,2.45,1519,Sách Marketing - Bán hàng ,173,4.8,184,Nhà Xuất Bản Tổng hợp TP.HCM,https://salt.tikicdn.com/media/catalog/producttmp/54/b3/2b/19e701675121097c7b4d6596ba52cb04.jpg,0.34
903,641872,Người Đàn Bà Trên Cầu Thang,Bernhard Schlinks,2.87,2.44,35,Tiểu Thuyết,5,4.8,456,Unknown,https://salt.tikicdn.com/media/catalog/product/n/g/nguoi-dan-ba-tren-cau-thang.u4972.d20170511.t161135.962219.jpg,0.15
904,45663835,Lạc Quan Tếu – Irrational Exuberance,Robert J. Shiller,12.62,12.62,3689,"Sách tài chính, tiền tệ",512,4.7,380,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/06/45/4a/07d1819dbdca996dfdf50177487538cb.jpg,0.0
905,202031248,Mô Hình Hồi Quy (Tái Bản 2022),Nguyễn Văn Tuấn,6.33,3.78,47,Sách kỹ năng làm việc,0,0.0,323,Nhà Xuất Bản Tổng hợp TP.HCM,https://salt.tikicdn.com/ts/product/a3/53/41/22dbd1068f41b898f610b1afed7652db.jpg,0.4
906,50773990,Triết Lý Kinh Doanh Của Kyocera (Bìa Cứng),Inamori Kazuo,7.38,5.17,1204,Bài học kinh doanh,132,4.8,435,Nhà Xuất Bản Công Thương,https://salt.tikicdn.com/ts/product/ca/ac/4c/ef79f9f202258eac99d663b7b1c2e672.jpg,0.3
907,193177952,Bản đặc biệt Tổng ôn 30 chuyên đề ngữ pháp tiếng anh cô Trang anh 2023,Unknown,16.79,8.4,236,Sách Học Tiếng Anh,41,4.8,456,Nhà Xuất Bản Hồng Đức,https://salt.tikicdn.com/ts/product/22/47/b7/cb47971fa8426602cff29025e73dd955.jpg,0.5
908,187622581,Sách - Sức Mạnh Của Sự Trầm Lắng - First News,Dr. Joseph Murphy,5.4,4.86,2802,Others,0,0.0,200,Nhà Xuất Bản Dân Trí,https://salt.tikicdn.com/ts/product/04/5d/a5/eef2330b2a9c1cec6984a981ebbe3c98.png,0.1
909,201307595,Hôm nay chơi gì với con?,Nguyễn Hữu Hưng (chủ biên),12.66,12.03,59,Sách giáo dục,6,5.0,180,Nhà Xuất Bản Đại Học Quốc Gia Hà Nội,https://salt.tikicdn.com/ts/product/1c/94/15/9639b7d9a135d8d96988e5bb149f9cc1.jpg,0.05
910,173156781,Combo Sách Thành thạo Tin học văn phòng ,Unknown,13.0,10.97,365,Others,69,5.0,168,Nhà Xuất Bản Thanh Niên,https://salt.tikicdn.com/ts/product/83/3f/ca/c154f6b0b145595b2c7b0ad70ab6fcf7.jpg,0.16
911,2651041,Bàn Về Văn Minh,Fukuzawa Yukichi,5.86,3.52,1646,Others,108,5.0,448,Unknown,https://salt.tikicdn.com/ts/product/21/f6/e4/b6cbdc8a9cc93362f56e5a4b0447e271.jpg,0.4
912,2099189,Khéo Ăn Nói Sẽ Có Được Thiên Hạ (Bìa Cứng),Trác Nhã,5.27,4.22,336,Sách kỹ năng làm việc,40,5.0,403,Nhà Xuất Bản Văn Học,https://salt.tikicdn.com/ts/product/22/a9/48/0c3a79227ba92104f59c3a90238e9129.jpg,0.2
913,57767468, Cứ Làm Đi!,Unknown,4.6,2.87,515,Others,76,4.7,456,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/cd/02/31/eba981af66290c9bed430295130dca10.jpg,0.38
914,197990867,Doraemon Movie Story: Nobita Và Viện Bảo Tàng Bảo Bối,Fujiko F Fujio,1.27,1.22,172,Others,16,5.0,456,Nhà Xuất Bản Kim Đồng,https://salt.tikicdn.com/ts/product/dc/d3/e8/bbbed9f32911f29dbd92ee631e5d6ea5.jpg,0.03
915,58864689,Giải Mã Siêu Trí Nhớ ,Mai Tường Vân,5.86,5.86,8362,Others,2082,4.8,456,Nhà Xuất Bản Đà Nẵng,https://salt.tikicdn.com/ts/product/cb/40/a4/76472b72290c1ebb7af77e3120906087.jpg,0.0
916,203937562,Bí Quyết Đọc Sách 2.000 Từ/Phút ,Aloha Tuấn,12.07,12.07,42,Sách kỹ năng làm việc,4,5.0,240,Nhà Xuất Bản Tổng hợp TP.HCM,https://salt.tikicdn.com/ts/product/6f/b2/22/a4641e7018cea7d1f48935785bd93d91.png,0.0
917,196831939,"Lịch Sử Văn Minh Thế Giới - Phần IV “Thời Đại Đức Tin”, Tập 1: Byzantium Thời Tuyệt Đỉnh Lịch Sử Văn Minh Thế Giới",Will Durant,8.23,5.84,152,Lịch Sử Thế Giới,17,5.0,372,Nhà Xuất Bản Khoa Học Xã Hội,https://salt.tikicdn.com/ts/product/d0/a0/6a/b9dc2d4bcbcfeb1602d81ae844bef8db.jpg,0.29
918,198415080,Shaman King - Tập 18,Hiroyuki Takei,1.48,1.28,267,Others,28,5.0,456,NXB Trẻ,https://salt.tikicdn.com/ts/product/9e/e7/8e/c340c2e18a7c8673c5e1f62a7748ae06.jpg,0.13
919,7369223,Cho Tôi Xin Một Vé Đi Tuổi Thơ (Bìa Mềm) (Tái Bản),Nguyễn Nhật Ánh,3.38,2.43,19696,Truyện dài,1597,4.8,456,Unknown,https://salt.tikicdn.com/ts/product/8f/63/5d/e17ddc42fbf8bf15b1958222ed1939dc.jpg,0.28
920,77105810,Nỗi Đau Của Chàng Werther (Bìa Cứng),Johann Wolfgang von Goethe,3.59,2.76,1311,Tiểu Thuyết,326,4.8,220,Nhà Xuất Bản Văn Học,https://salt.tikicdn.com/ts/product/2b/4f/1f/e4abb6516f492fe752dda4c0ecbeaf2a.jpg,0.23
921,73434639,Những Tấm Lòng Cao Cả (Bìa Cứng)(Tái Bản 2020),Edmondo De Amicis,4.64,3.24,1134,Tác phẩm kinh điển,277,4.8,367,Nhà Xuất Bản Văn Học,https://salt.tikicdn.com/ts/product/1d/cd/8e/07836eb000d6dc2d955d841038a1c5ea.jpg,0.3
922,207398344,Bồi Thẩm Cuối Cùng,John Grisham,6.33,4.68,12,Truyện trinh thám,0,0.0,484,NXB Trẻ,https://salt.tikicdn.com/ts/product/87/2e/ab/f7ba2468a860beef485e7fa9bcc3c5dc.jpg,0.26
923,207494286,666 Satan Tập 4 [Tặng Kèm Bookmark Nhân Vật],Seishi Kishimoto,1.27,1.27,20,Others,2,5.0,192,Nhà Xuất Bản Kim Đồng,https://salt.tikicdn.com/ts/product/fa/83/e5/fb26597d567aa82503f1f8e4396eaebd.jpg,0.0
924,116397383,Omoiyari - Nghệ Thuật Đối Nhân Xử Thế Của Người Nhật,Erin Niimi Longhurst,5.99,3.97,1170,Sách nghệ thuật sống đẹp,252,5.0,232,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/0e/8a/d7/0c508b631d240d69616af13b3419a92b.jpg,0.34
925,73207098,Làm Chủ - Mastery,Robert Greene,8.44,6.01,1469,Others,254,4.8,456,NXB Trẻ,https://salt.tikicdn.com/ts/product/b6/d2/d3/ed46155f476e1fdfb8c8ef594257a928.jpg,0.29
926,91625816,Trên Đỉnh Phố Wall (Tái bản 2021),John Rothchild,9.24,6.08,557,Bài học kinh doanh,88,5.0,572,Nhà Xuất Bản Lao Động,https://salt.tikicdn.com/ts/product/bb/54/13/36f0440c22aa64a3bf8c9db4e789c187.jpg,0.34
927,207494295,Một Chỗ Ở Quầy Bar,Trịnh Nam Trân,3.54,2.74,21,Tiểu Thuyết,1,5.0,184,Nhà Xuất Bản Phụ Nữ Việt Nam,https://salt.tikicdn.com/ts/product/5f/c1/fe/a24b7256c2df596139d870f3cb3c6f62.JPG,0.23
928,1464015,Ai Sẽ Khóc Khi Bạn Lìa Xa,Robin Sharma,3.8,2.62,6400,Sách nghệ thuật sống đẹp,217,4.7,248,Unknown,https://salt.tikicdn.com/ts/product/7a/d7/54/66ae17303d56de61e95f32795aed1ac3.jpg,0.31
929,72667834,Sách Ehon - Combo 3 Cuốn Âm Thanh Quanh Bé  - Dành Cho Trẻ Từ 0 - 6 Tuổi,Fuku Mitsu,4.94,3.3,2550,Truyện tranh Ehon,401,5.0,24,Nhà Xuất Bản Lao Động Xã Hội,https://salt.tikicdn.com/ts/product/69/06/66/2c0bfd6828ec1ba523f137aaf91391fb.png,0.33
930,109515310,Truyện Cổ Grim 2,Jacob,8.44,6.84,171,Others,50,4.8,426,Nhà Xuất Bản Hà Nội,https://salt.tikicdn.com/ts/product/5a/f7/05/d848ed245bd98f7f104aaec8d969fa25.jpg,0.19
931,45321626,Thực Hành Thiền Định,Matthieu Ricard,2.74,1.92,2091,Others,263,4.8,182,Nhà Xuất Bản Hà Nội,https://salt.tikicdn.com/ts/product/a7/4a/7c/ad5db329cfd9109bef0a2a639f13ba7f.jpg,0.3
932,39521136,Để Hiệu Quả Trong Công Việc (Tái Bản 2019),Brian Tracy,2.19,1.45,2114,Sách kỹ năng làm việc,171,4.8,128,Unknown,https://salt.tikicdn.com/media/catalog/producttmp/bf/dc/bd/c6f48f3d4137f8dbbe832609e630a386.jpg,0.34
933,170706990,Đọc Hiểu Kết Quả Xét Nghiệm Máu  (Tái Bản),James B.Lavalle,10.08,6.76,210,Others,25,5.0,524,Nhà Xuất Bản Dân Trí,https://salt.tikicdn.com/ts/product/17/36/a0/4d81d856fbce7152dbef5c54e895811a.jpg,0.33
934,190708154,Dragon Quest - Dấu Ấn Roto (Dragon Quest Saga Emblem Of Roto) Perfect Edition Tập 8 [Tặng Kèm Bookmark PVC],Kamui Fujiwara,3.16,2.7,557,Others,66,5.0,242,Nhà Xuất Bản Kim Đồng,https://salt.tikicdn.com/ts/product/d5/e1/c9/c818ebabb3e9fd10c486cc0f4b9facdb.jpg,0.15
935,207909812,Tạp chí Forbes Việt Nam - Số 112 (Tháng 12.2022) - 100 Công ty nộp thuế lớn nhất,nhieu tac gia,4.01,4.01,14,Others,0,0.0,140,Forbes Việt Nam,https://salt.tikicdn.com/ts/product/e8/60/bc/64a37f0fafc1ca55cab7073e555ddb7e.jpg,0.0
936,67060008,"Phát Triển Trí Tuệ Cảm Xúc - Gấu Ơi, Con Lo Lắng Đến Chừng Nào?",Jayneen Sanders,2.11,1.27,911,Kiến thức - Bách khoa,91,5.0,40,Nhà Xuất Bản Dân Trí,https://salt.tikicdn.com/ts/product/23/4d/63/2c2a12ce291bd8c02f3814c66c07d9f8.jpg,0.4
937,199241859,Blue Flag - Tập 4,Kaito,1.9,1.9,251,Others,31,5.0,208,Nhà Xuất Bản Kim Đồng,https://salt.tikicdn.com/ts/product/ae/35/53/0e548df175300695facb371d7265620d.jpg,0.0
938,193896567,Boxset Manga Đứa Con Của Thời Tiết (3 Cuốn) [Tặng Kèm Postcard],Makoto Shinkai,5.06,4.26,544,Others,154,5.0,456,Nhà Xuất Bản Kim Đồng,https://salt.tikicdn.com/ts/product/94/7b/71/b8d8e8bb2352f3adb4fe35858163d5f7.jpg,0.16
939,21031780,Pháo Đài Số ( Tái Bản ),Dan Brown,8.4,5.65,1759,Truyện trinh thám,361,4.7,585,Unknown,https://salt.tikicdn.com/ts/product/b6/1e/a5/81b4a728dc8c73efdb3107392068f802.jpg,0.33
940,56226544,Tam Quốc Diễn Nghĩa - 2 Tập (Bìa Cứng - Tái Bản 2020),La Quán Trung,16.46,11.18,1039,Tác phẩm kinh điển,306,4.8,1892,Nhà Xuất Bản Văn Học,https://salt.tikicdn.com/ts/product/dd/8c/cc/d12ce7860ff1505fc7e8a87785cc2b2d.jpg,0.32
941,144203242,9 Lần Khởi Nghiệp - Chuyện Kể Về Những Thất Bại Và Thành Công Của Một Triệu Phú,Nguyễn Phương Nam,8.4,6.29,2130,Others,284,5.0,260,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/97/8f/1a/c2ab55263198c2a381255dc80ae587b9.png,0.25
942,113583126,Ngữ Pháp Tiếng Anh (Tái Bản),Mai Lan Hương,3.76,2.59,1745,Sách Học Tiếng Anh,306,5.0,280,Nhà Xuất Bản Đà Nẵng,https://salt.tikicdn.com/ts/product/1c/d0/6d/239240e30ec576388022a7dc40c2ef20.jpg,0.31
943,194199552,Nghệ Thuật Thiết Lập Truyền Thông (TBL3),Thích Nhất Hạnh,4.01,3.46,165,Others,8,5.0,185,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/87/e0/62/6068400a3351faace31b661eb89f922a.jpg,0.14
944,44911503,Lập Kế Hoạch Quản Lý Tài Chính Cá Nhân,Kristy Shen,6.67,4.0,3207,Sách kỹ năng làm việc,473,4.7,524,Unknown,https://salt.tikicdn.com/ts/product/c6/3f/e0/2fe415747d11023e19b3ce3aff6c0058.jpg,0.4
945,52329758,1Q84 -Tập 3 (Tái Bản 2020),Haruki Murakami,6.24,3.75,436,Truyện Giả tưởng - Huyền Bí - Phiêu Lưu,67,4.7,300,Nhà Xuất Bản Hội Nhà Văn,https://salt.tikicdn.com/ts/product/5b/29/4b/4881bfd9b5bd7c1633dba64581e6156b.jpg,0.4
946,480216,Quấn Quít,Émile Ajar,2.28,1.14,575,Tiểu Thuyết,9,5.0,456,Unknown,https://salt.tikicdn.com/media/catalog/product/d/e/demo3-quanquit.jpg,0.5
947,186578233,Trúc thư dao 2 (Nước Tấn - Gió nổi cung đình),Văn Giản Tử,9.24,5.54,215,Others,41,4.8,648,Nhà Xuất Bản Hà Nội,https://salt.tikicdn.com/ts/product/6b/2b/70/51ec766342f10131095312f0d593130f.jpg,0.4
948,3082815,Tự Truyện Benjamin Franklin (Tái Bản),Unknown,4.6,2.99,239,Tiểu sử - Hồi ký,43,5.0,238,Nhà Xuất Bản Lao Động,https://salt.tikicdn.com/ts/product/11/40/27/53c5067f2149580321b7e7df75f26e30.jpg,0.35
949,25123732,Combo 48 Nguyên Tắc Chủ Chốt Của Quyền Lực và Nghệ Thuật Quyến Rũ ( Tặng Kèm Sổ Tay Xương Rồng),Robert Greene,17.51,15.06,311,Others,50,5.0,1169,Unknown,https://salt.tikicdn.com/ts/product/7d/61/93/ba99022c5aa6886272d6959dbbb284b4.jpg,0.14
950,131876308,Sách Bán Hàng Cảm Xúc,Unknown,8.4,8.4,382,Sách Marketing - Bán hàng ,54,4.8,254,Nhà Xuất Bản Thanh Niên,https://salt.tikicdn.com/ts/product/52/c2/67/0a45ac2b638fa1f7221547c3fcb56dd3.jpg,0.0
951,192115852,Cô Bạn Tôi Thầm Thích Lại Quên Mang Kính Rồi - Tập 1 [Tặng Kèm Standee Ivory],Koume Fujichika,1.6,1.57,512,Others,121,5.0,130,Nhà Xuất Bản Kim Đồng,https://salt.tikicdn.com/ts/product/db/ec/3e/e6a85ae4632930da94976293bf4d6d14.jpg,0.02
952,200628215,Ngược Dòng Tiền Kiếp,Shelley A. Kaehr,7.97,5.61,63,Others,3,5.0,424,Nhà Xuất Bản Thanh Niên,https://salt.tikicdn.com/ts/product/d0/8c/75/3469a947da31d2fd32aaec18420e0f0c.jpg,0.3
953,170708227,Con Mình Chẳng Lẽ Lại Vứt,Nhiều tác giả,6.71,4.25,292,Sách Làm Cha Mẹ,19,4.6,328,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/7d/af/d4/36377ccb4a58794021c161e530349578.jpg,0.37
954,836114,Cái Bóng Của Bí Mật,Kim Jung - Hyuk,4.56,1.82,324,Tác phẩm kinh điển,13,4.5,424,Unknown,https://salt.tikicdn.com/media/catalog/product/c/a/cai-bong-cua-bi-mat-01.u5465.d20170822.t145232.505274.jpg,0.6
955,198434875,Chàng Metalhead Nhà Bên (Truyện tranh),Mamita,4.6,3.91,174,Others,52,5.0,212,Nhà Xuất Bản Lao Động,https://salt.tikicdn.com/ts/product/19/6a/53/778cfb01e67ee3370c4cd35a5ef47cc7.jpg,0.15
956,58627102,Sổ Tay Nhà Thôi Miên,Cao Minh,6.12,4.47,5100,Lĩnh vực khác,1140,4.7,352,Nhà Xuất Bản Đà Nẵng,https://salt.tikicdn.com/ts/product/5e/d2/3b/06159d088a9e8c9861899b9a7f0e8acd.jpg,0.27
957,193151000,"Trend Following – Cách thức để kiếm được VẬN MAY LỚN và GIÀU CÓ trong các thị trường BÒ, GẤU và các sự kiện THIÊN NGA ĐEN",Unknown,25.27,25.27,572,"Sách tài chính, tiền tệ",74,4.7,456,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/87/63/96/46d3675ddce39d7924c85284c8f8f17e.jpg,0.0
958,180396223,Sách 7 Thói Quen Hiệu Quả (The 7 Habits Of Highly Effective People)- Tặng sổ tay,Stephen R. Covey,10.55,8.97,276,Others,24,5.0,536,Nhà Xuất Bản Tổng hợp TP.HCM,https://salt.tikicdn.com/ts/product/0d/7e/c2/189c7f6153891ae7e67a37a6daf57efd.jpg,0.15
959,170297937,Tâm Lý Học Về Sự Lo Âu,Đổng Tâm Khiết,5.44,3.8,508,Others,62,5.0,304,Nhà Xuất Bản Văn Học,https://salt.tikicdn.com/ts/product/04/d0/8b/26e45ecfd393ffffd2c34b213da1fcb0.jpg,0.3
960,138934617,Tô Màu Phát Triển Trí Não Bộ Cho Bé 1-3 Tuổi - Tập 3,Unknown,0.68,0.41,204,Tô màu - Luyện chữ  ,22,5.0,10,Nhà Xuất Bản Dân Trí,https://salt.tikicdn.com/ts/product/1e/93/4d/b312e51ffd88c9aa334cf00e182c7870.jpg,0.4
961,377644,Chờ Đến Mẫu Giáo Thì Đã Muộn,Ibuka Masaru,2.91,2.32,36933,Sách Làm Cha Mẹ,671,4.7,240,Nhà Xuất Bản Văn Học,https://salt.tikicdn.com/media/catalog/product/c/h/cho-den-mau-giao-thi-da-muon.jpg,0.2
962,194959693,Hàn Quốc Quốc Gia Gây Sững Sờ,DANIEL TUDOR,9.49,6.41,101,Bài học kinh doanh,6,4.8,408,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/17/b8/43/0543673510a79e492b53759ae06b2701.jpg,0.32
963,120219392,Người Thầy (Hồi Ức Của Một Nhà Giáo Mỹ),Frank McCourt,4.98,2.99,542,Tiểu sử - Hồi ký,78,4.8,335,Nhà Xuất Bản Hội Nhà Văn,https://salt.tikicdn.com/ts/product/16/25/1c/e6cf9ebf933ce4449b906c1638677f85.jpg,0.4
964,156224977,Sống Đơn Giản Cho Mình Thanh Thản (Tái Bản),Shunmyo Masuno,3.59,2.51,302,Others,36,5.0,197,Nhà Xuất Bản Lao Động,https://salt.tikicdn.com/ts/product/93/72/91/ab5fd0d568957a3cede8c9e733e04bda.jpg,0.3
965,199039798,Mỹ Vị Hầm Ngục - 4,Kui Ryoko,2.45,2.08,231,Others,33,5.0,192,Nhà Xuất Bản Hồng Đức,https://salt.tikicdn.com/ts/product/0c/7e/b6/c764552b4049046c72d75fbedc169179.jpg,0.15
966,198414404,Cô Bạn Tôi Thầm Thích Lại Quên Mang Kính Rồi -  Tập 5,Unknown,1.6,1.6,282,Others,44,5.0,456,Nhà Xuất Bản Kim Đồng,https://salt.tikicdn.com/ts/product/f2/59/f7/b044ea31601aba4fc3296ed490609174.jpg,0.0
